id,text,label
13,"七月不適合道別, 汗水從未給眼淚機會, 是過熱的街道, 害離情都蒸發了些, 七月不適合道別, 那是秋冬大顯身手的位, 蕭瑟的街道, 跟我們的分開 才般配, 我只想要跟你這個夏天, 沒目地的逛逛便利商店, 一起坐在沒遮掩的海邊 抱怨, 陽光太刺眼, 我只想要揮霍這個夏天, 冷氣房裡坐在你的旁邊, 揮揮手也沒必要說再見, 再見 說多太扭捏, 我只想要記住 現在這樣的感覺, 直到下次見 再回味一遍, 七月不適合道別, 黏膩的空氣 要配冰涼的汽水, 擁抱太熱烈, 倒不如手搖 都來一杯, 七月不適合濃烈, 清澈的清晨 捧清澈的髮尾, 黃昏的布幕, 總不知不覺 滾落腳邊, 我只想要跟你這個夏天, 沒目地的逛逛便利商店, 一起坐在沒遮掩的海邊 抱怨, 陽光太刺眼, 我只想要揮霍這個夏天, 冷氣房裡坐在你的旁邊, 揮揮手也沒必要說再見, 再見 說多太扭捏, 我只想要跟你這個夏天, 沒目地的逛逛便利商店, 一起坐在沒遮掩的海邊 抱怨, 陽光太刺眼, 我只想要揮霍這個夏天, 冷氣房裡坐在你的旁邊, 揮揮手也沒必要說再見, 再見 說多太扭捏, 我只想要記住 現在這樣的感覺, 直到下次見 再回味一遍, 七月不適合道別, 再怎麼不甘心 也會到時間, 明天或十年, 在夕陽消失前 說好我們, 再見",sad
14,"人生短短走到一起來, 相親相愛別相互傷害, 感謝冥冥中上天的安排, 友情愛情有你更精彩, 人的一生其實很短暫, 珍惜愛你的人不要留遺憾, 誰也不知道還有沒有下輩子, 所以這輩子要好好珍惜, 人生短短走到一起來, 相親相愛別相互傷害, 感謝冥冥中上天的安排, 友情愛情有你更精彩, 人的一生其實很短暫, 珍惜愛你的人不要留遺憾, 誰也不知道還有沒有下輩子, 所以這輩子要好好珍惜",non
15,"男我喜歡總是把你手兒牽, 千山萬水也不知遙遠, 女我喜歡聽你那蜜語甜言, 海枯石爛情語綿綿, 男我喜歡在你的夢裡纏綿, 纏纏綿綿愛你到永遠, 女我喜歡一路上與你相伴, 風裡雨裡在你身邊, 男我說一生不變不變的誓言, 我愛你就今生不改變, 女我說你的世界我住在裡面, 沒有什麼能讓我改變, 男我說不管多年不變的誓言, 託付你一生我心甘情願, 女我說滄海桑田海枯到石爛, 沒有什麼能讓我改變, , 男我喜歡在你的夢裡纏綿, 纏纏綿綿愛你到永遠, 女我喜歡一路上與你相伴, 風裡雨裡在你身邊, 男我說一生不變不變的誓言, 我愛你就今生不改變, 女我說你的世界我住在裡面, 沒有什麼能讓我改變, 男我說不管多年不變的誓言, 託付你一生我心甘情願, 女我說滄海桑田海枯到石爛, 沒有什麼能讓我改變, 男我說一生不變不變的誓言, 我愛你就今生不改變, 女我說你的世界我住在裡面, 沒有什麼能讓我改變, 男我說不管多年不變的誓言, 託付你一生我心甘情願, 女我說滄海桑田海枯到石爛, 沒有什麼能讓我改變, 合沒有什麼能讓我改變",happy
16,"一條路走到黑, 就算是手上被, 沿路的荊棘給劃破, 那心底仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基, 一條路走到黑, 就算是手上被, 沿路的荊棘給劃破, 那心底仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基, 如果野心不夠大, 那我可以不說話, 我會退出這場爭鬥, 繼續站在人群身後, 默默當個看客看著, 更多的兄弟反目成仇, 有些人默默承受也有些人利字當頭, 有些人一直覺得自己可以一日百尺竿頭, 那些人茶餘飯後 不知在哪裡戰鬥, 他們拿到了自己的利益就拋下記憶沒有然後, 我看著你的努力只能看到十分之一, 我們曾經一樣發誓我們這輩子一定要有出息, 太多人置之不理 你的哭泣 沒人注意, 你得努力爬到那巔峰才能把旗幟樹立, , 你得爬到巔峰才能把旗幟樹立, , 一條路走到黑, 就算是手上被, 沿路的荊棘給劃破, 那心底仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基, 一條路走到黑, 就算是手上被, 沿路的荊棘給劃破, 那心底仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基, 十幾個年頭 轉眼即逝, 燃燒著生命 照亮彼此, 如果看不到那終點, 必須冒最大的風險, 那些日子赤手空拳, 也能率楚軍踏入中原, 那些紙尿褲怎麼裹得住, 他們包裝太厚沒豁得出, 我們像種子破了土, 自己為自己做了主, 要記住就算過得富, 從前也走過錯的路, 你自己的委屈自己才知道, 沒人能夠說得出, 已經走到這裡 怎可以冒然撤離, 別像那霸王折戟 只有戰才能換來和氣, 你要善良可以 別對我帶著惡意, 當站上戰場就得算賬不用跟他們客氣, 繼續戰鬥吧 為夢想戰鬥吧, 為生活戰鬥吧 為自由戰鬥吧, 只有當你親自出手挽救它, 當和平來到你才真的能夠感受它, 一條路走到黑, 就算是手上被, 沿路的荊棘給劃破那心底, 仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基, 一條路走到黑, 就算是手上被, 沿路的荊棘給劃破, 那心底仍升起的真理, 會翱翔在天際, 會鳥瞰這天地, 如王者般登基",non
17,"風隨舊花落 宮牆上斑駁, 跌宕的經過 有誰還記得, 用筆鋒沉墨 往昔福與禍, 將流年沈 一一雕琢, 一局對奕中 並非黑白兩色, 機關算儘後由誰布下了結果, 滄浪裡沉浮的莫測, 彷彿承諾 書中的對錯 有幾人逃的過, 曾笑看山河也曾輕許了承諾, 一載桃花 落, 埋葬了誰 風隨雪飄落 宮牆上漫過, 蒼涼的紋絡 有誰會撫摸, 用一夜燭火 眉間的溝壑, 將是非因果 一局對奕中 並非黑白兩色, 機關算儘後 由誰布下了結果, 滄浪沉浮的莫測, 彷彿承諾 書中的對錯 有幾人逃的過, 曾笑看山河也曾輕許了承諾, 一載桃花落, 埋葬了誰 模糊的輪廓 漸漸淡出雲朵, 揮別那爭奪 任憑後世去評說, 記載的句末, 塵封史冊 一筆帶過",non
7,"給你聽的情歌, 密語在耳訴說, 真心只有一顆, 愛你好多好多, 再一次提起筆, 寫寫夢裡的你, 寫寫當初的雨, 在寫完這一曲, 現在不在年少, 沒有當初驕傲, 良心苦口的藥, 缺少一份擁抱, 自從你的離開, 日漸變得發呆, 種種痛苦情災, 不知是否活該, 無了再次相見, 留著些許懷念, 偶爾有著抱怨, 獨自南飛的燕, 給你聽得迷茫, 眼淚學會堅強, 情書寫的一行行, 寫滿青春的牆, 聽著太多的淚, 帶著一絲慚愧, 假裝裝作無所謂, 不認自己的罪, 給你聽的不甘, 有著我的難堪, 心門冷漠的關, 變得冷漠孤單, 劇情人設自毀, 變得想個惡鬼, 或許意外不軌, 可有半點後悔, 你不知情有多重, 傷我多麼的痛, 說什麼都沒用, 眼神變的空洞, 曾經聽過的歌, 曾經想說好多, 謊言編織的遮, 沒有半點坎坷, 陪你喝的烈酒, 身旁扮演小丑, 如今匆匆的走, 從未說過男友, 給你聽的詞曲, 都有我來提筆, 寫不完的千言萬語, 寫不完的你, 給你聽的情歌, 密語在耳訴說, 真心只有一顆, 愛你好多好多, 再一次提起筆, 寫寫夢裡的你, 寫寫當初的雨, 在寫完這一曲",sad
19,"明明捨不得的愛人 卻要解脫我, 我不相信分開理由 是不適合, 可惜你不聽我說擺出 不堪臉色, 冰冷的空曠房間最後 只有我, 大概你留給我的只有任性的一刻, 可是我還會自我懷疑 自我失落, 荒唐劇本 我又扮演什麼 角色, 或許我明白這樣結尾是最好的, 可是憋心的回憶曲折 難以割捨, 偷偷的淚水 模糊了名字 是你的, 明明捨不得的愛人 卻要解脫我, 我不相信分開理由 是不適合, 可惜你不聽我說擺出 不堪臉色, 冰冷的空曠房間最後 只有我, 大概你留給我的只有任性的一刻, 可是我還會自我懷疑 自我失落, 荒唐劇本 我又扮演什麼 角色, 或許我明白這樣結尾是最好的, 可是憋心的回憶曲折 難以割捨, 偷偷的淚水 模糊了名字 是你的, 大概你留給我的只有任性的一刻, 可是我還會自我懷疑 自我失落, 荒唐劇本 我又扮演什麼 角色, 或許我明白這樣結尾是最好的, 可是憋心的回憶曲折 難以割捨, 偷偷的淚水 模糊了名字 是你的",angry
20,"表哥我出來嘍, 聽說你在找我, 找我要做什麼, 不會只是喝一杯可樂, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 怎麼還不帶我上車, 今晚只想和你, 在這舞池盡情的, 直到沒有力氣, 從天黑到天明, 感受這的氣息, 舞動自己 , 擁抱著你, 所有煩憂所有不爽, 全部都忘記眼裡只有你, 至少, 讓我放肆的釋放自己, , , 怎麼會, 她突然出現在舞池中央, 所有目光都跑到她的身上, 怎麼會, 我也跟隨著聚光燈的方向, 身體誠實的想要掀翻主場, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 不會只是喝一杯可樂, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 怎麼還不帶我上車, 今晚只想和你, 在這舞池盡情的, 直到沒有力氣, 從天黑到天明, 感受這的氣息, 舞動自己 , 擁抱著你, 所有煩憂所有不爽, 全部都忘記眼裡只有你, 至少, 讓我放肆的釋放自己, , , 怎麼會, 她突然出現在舞池中央, 所有目光都跑到她的身上, 怎麼會, 我也跟隨著聚光燈的方向, 身體誠實的想要掀翻主場, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 不會只是喝一杯可樂, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 怎麼還不帶我上車, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 不會只是喝一杯可樂, 表哥我出來嘍, 聽說你在找我, 找我要做什麼, 怎麼還不帶我上車",happy
21,"冬天多等於失意 年年同伴定時說故事, 須跟足軌跡衝刺 就業或愛戀 例入預設指示, 多少警告 原本聽不到 根本便更好, 人程序無數自己做 時序太亂 仍是好, 不想四季內揀 多一季是我嗎, 前面 一分一刻倒轉春夏, 如若人生不夠燦爛, 很多不算自然季度 但有 很優美煩惱, 秋風喜歡講天意 人人常待月圓至紀念, 想不通這一點 月亮在太空 日夜沒有分別, 多少深造 時機等不到 此刻便最好, 隨年曆來到 下一步 神未創造 遲或早, 不想四季內揀多一季是我嗎, 前面 一分一刻倒轉春夏, 如若人生不夠燦爛, 很多不算自然季度 但有 好報, 不想四季內揀 多一季是我嗎, 來吧 一規一矩驅散謊話, 如若凡心須要對話, 很多不見外人仰慕 但有 很優雅情操, 顛倒每個時差 多一季未夠嗎, 前面 一分一刻倒轉春夏, 如若人生不夠燦爛, 很多不算自然季度 但有 好報, 不想四季內揀 多一季是我嗎, 明日 不刪不減心創好吧, 如若良心須要訓話, 很多超越是人製造 但我 一早有元素",non
22,"那是一個秋天 聖火依舊閃耀天邊, 懷著綠色信念 點亮了我新的起點, 思念的線 連接家與夢境的邊緣, 稚氣的臉 迎接新的挑戰, 就在那個秋天 使命寫進人生字典, 從此不再留戀 那自由不受羈絆, 青春畫面 染上了墨綠色的橄欖, 守衛信念 銘記國徽下的誓言, 那一年 那一天, 銀杏的黃葉 靜靜落滿流年, 那些年 那些天, 晨曦的操場 汗水灑在心田, 那一年 那一天, 回憶的碎片 拼接你我並肩的永遠, 那些年 那些天, 不變的愛戀 蔓延長滿心間, 鳥巢的歡呼喊 是否停在零八的賽場, 老虎團的班長是否 依然那樣親切善良, 倒計時的起點有多少心願在低聲清唱, 輕拂著那些沉睡在歲月裡的青蔥時光, 有多少榮耀在 田家炳綻放, 有多少目標在 主樓前起航, 那摯愛的綠色 輕吻了我的面龐, 就這樣引領了 我追逐的方向, 就在那個秋天 使命寫進人生字典, 從此不再留戀 那自由不受羈絆, 青春畫面 染上了墨綠色的橄欖, 守衛信念 銘記國徽下的誓言, 那一年 那一天, 銀杏的黃葉 靜靜落滿流年, 那些年 那些天, 晨曦的操場 汗水灑在心田, 那一年 那一天, 回憶的碎片 拼接你我並肩的永遠, 那些年 那些天, 不變的愛戀 蔓延長滿心間, 北林的藍天 永遠記住你我笑臉, 離別的瞬間 淚水在嘴角微甜, 未來的呼喚 激勵著我勇往直前, 無悔的誓言 為青春加冕, 北林的藍天 永遠記住你我笑臉, 離別的瞬間 淚水在嘴角微甜, 未來的呼喚 激勵著我勇往直前, 無悔的誓言 為青春加冕, 鳥巢的歡呼喊 是否停在零八的賽場, 老虎團的班長是否 依然那樣親切善良, 倒計時的起點有多少心願在低聲清唱, 輕拂著那些沉睡在歲月裡的青蔥時光, 有多少榮耀在 田家炳綻放, 有多少目標在 主樓前起航, 那摯愛的綠色 輕吻了我的面龐, 就這樣引領了 我追逐的方向",happy
23,"腦海裡熟睡的臉, 沒有你在的時間都在發呆, 就喜歡對你使壞, 生氣的樣子可愛, 我跑的比你更快, 星期天要陪你逛逛街, 雙手從背後抱你畫個圈, 我願意就這樣 陪著你, 幸福未來就像現在, 你要給我乖乖, 我就對你更愛, 喜歡看你耍無賴, 我要對你乖乖, 你就對我更壞, 沒人給你同樣的愛, 你要給我乖, 我就帶你去, 帶你去坐摩天輪直到你變老奶奶, 就算你對我很壞, 我對你很愛, 幸福就是這樣這樣這樣平平淡淡, 我帶你走走走, 走到迷人的海裡, 走走走, 到醉人的花香裡, 陪你去逛南北和東西, 星期天要陪你逛逛街, 雙手從背後抱你畫個圈, 我願意就這樣 陪著你, 幸福未來就像現在, 你要給我乖乖, 我就對你更愛, 喜歡看你耍無賴, 我要對你乖乖, 你就對我更壞, 沒人給你同樣的愛, 你要給我乖乖, 我就對你更愛, 喜歡看你耍無賴, 我要對你乖乖, 你就對我更壞, 沒人給你同樣的愛, 你要給我乖乖, 我就對你更愛, 喜歡看你耍無賴, 我要對你乖乖, 你就對我更壞, 沒人給你同樣的愛, 沒人給你同樣的愛",happy
24,"作詞崔惟楷 , 作曲曹格 , 我不是壞男孩 我不會哄女孩, 我沒有跑車和豪宅, 你曾經受傷害 你在等對的愛, 來不及把你藏起來, 拼了命的刷存在 都是為了愛, 期待某天可以 曬恩愛, 拼了命的想對白 請別把我推開, 我只是個愛你的笨蛋, 寂寞不好 所以我不可能讓你寂寞, 作你的寄託 雖然你都不太理我, 當一個暖男我不會熄火, 有些話想對你說 , 到底什麼時候 可以跟你約會牽牽手, 想跟你過情人節為何你說有事要先走, 別把我封鎖 別拋棄我, 為了送你禮物我努力工作, 右鍵另存你的照片 是一種疼愛, 像個女神一樣崇拜 秒讚你每個動態, 只要你心情不好隨時找我討拍, 你想要的都讓我來 讓我來, 山珍海味 都為你買 紅顏一笑 靈魂都能為你出賣, 只要你愛 榨乾我的口袋 為了愛, 拼了命的刷存在 都是為了愛, 或許永遠無法 曬恩愛, 拼了命的當備胎 快樂的悲哀, 我只是個愛你的笨蛋, , 我不是壞男孩我不會哄女孩, 我沒有跑車和豪宅, 你曾經受傷害你在等對的愛, 我想把自己藏起來",happy
25,"這個城市反覆做著 相同的夢 血, 流光了就必須 多吸幾口, 接受誘惑 直到心臟不在運作, 停止不了 讓你的血液在我體內流動, 拷貝你所有動作 配合你的呼吸跟著一起擺動, 有種慾望蠢蠢欲動 告訴自己不能錯過 事情沒有那麼嚴重, , 弓著身體 盯著四周 無數眼神 窺探著我, 沒人追我 我還是逃不走, 呼嘯而過 在背後發現 似曾相識的動作, 沒有理由 走捷徑 需要賠上幾顆人頭, 拷貝你所有動作 配合你的呼吸跟著一起擺動, 有種慾望蠢蠢欲動 告訴自己不能錯過 事情沒有那麼嚴重, 沒有那麼嚴重",fear
27,"看雨後雲的流向, 以幾本未讀的書充行囊, 偶爾一片野花飛窗, 鄰座的撲克與呼嚕聲響, 叫雨季比以往長, 一車汗味中油膩的麵湯, 將皺軟的票根存放, 搖搖晃搖搖晃, 這樣沉默地走在疲倦路上, 搖晃搖搖晃, 人們在途中才試圖找方向, 也許終有一站我將抵達, 剩下的旅客呢, 也許終有一站我會習慣, 可後來的旅程呢, 吸煙區盡頭人三兩蹲坐, 漫無目的地冷場, 與陌生人不經意間對望, 他是否也和我一樣, 你看九月的河谷與村莊, 飛馳過星火城邦, 窗外的景如幻燈般走場, 我也倦了於是側躺, 搖搖晃搖搖晃, 這樣恍惚地走在將晚路上, 搖晃搖搖晃, 原來在途中已有既定方向, 也許終有一站我將抵達, 剩下的旅客呢, 也許終有一站我會習慣, 後來的旅程呢, 也許終有一站我將抵達, 剩下的旅客呢, 也許終有一站我會習慣, 可後來的旅程呢",non
30,"怎麼逃脫不了你的愛, 猜不透你想的那麼, 天真的有點呆, 可我怎麼學不會坦白, 用力的把你推開, 現在卻想你能回來, 這故事 誰承擔, 可是我 怎麼釋懷, 也見怪不怪, 我算不算悲哀, 我答應過你不把你放開, 總在溼透的枕上醒來, 只看一眼 也值得我緬懷, 我染上了病態, 幻想房間裡還有你存在, 怪我沒把一切都看開, 才讓愛變得越來越無奈, 怎麼逃脫不了你的愛, 猜不透你想的那麼, 天真的有點呆, 可我怎麼學不會坦白, 用力的把你推開, 現在卻想你能回來, 這故事 誰承擔, 可是我 怎麼釋懷, 也見怪不怪, 我算不算悲哀, 我答應過你不把你放開, 總在溼透的枕上醒來, 只看一眼 也值得我緬懷, 我染上了病態, 幻想房間裡還有你存在, 怪我沒把一切都看開, 才讓愛變得越來越無奈, 我算不算悲哀, 我答應過你不把你放開, 總在溼透的枕上醒來, 只看一眼 也值得我緬懷, 我染上了病態, 幻想房間裡還有你存在, 怪我沒把一切都看開, 才讓愛變得越來越無奈",sad
31,"黑夜慢慢襲來我還在靜靜等待, 城市慢慢沉寂我還在默默期盼, 不知道你是否 為我出發, 不知道你是否感受到我的思念, 為了你我願意付出所有, 因為我愛你, 所以對你許下承諾, 承諾和你不離不棄, 因為我愛你, 所以我會為你等候, 不分春秋冬夏晨暮, 因為我愛你, 不知道你是否 為我出發, 不知道你是否感受到我的思念, 為了你我願意付出所有, 因為我愛你, 所以對你許下承諾, 承諾和你不離不棄, 因為我愛你, 所以我會為你等候, 不分春秋冬夏晨暮, 因為我愛你, 因為我愛你, 所以對你許下承諾, 承諾和你不離不棄, 因為我愛你, 所以我會為你等候, 不分春秋冬夏晨暮, 因為我愛你",happy
32,"我 只想擁有你, 你 是我的唯一, 有你就像擁有天和地, 什麼都會如意, 我 每天想著你, 感覺 你就像空氣, 你是我每天必須, 願與你時刻不分離, 想你 沒道理, 愛你 是必須, 其實 你可以, 選擇讓我來愛你, 你是 我的心, 全部 都是你, 我的 心已經, 完全被你佔領, 我 走到巷子口, 在 你門前停留, 想叫你出來走一走, 卻又說不出口, 我 其實不太懂, 總有 種莫名衝動, 可是我的心好痛, 我愛你愛到心已空, 想你 沒道理, 愛你 是必須, 其實 你可以, 選擇讓我來愛你, 你是 我的心, 全部 都是你, 我的 心已經, 完全被你佔領, 想你 沒道理, 愛你 是必須, 其實 你可以, 選擇讓我來愛你, 你是 我的心, 全部 都是你, 我的 心已經, 完全被你佔領",happy
